,SDURAKKODU,SDURAKADI,KOORDINAT,ILCEADI,SYON,AKILLI,FIZIKI,DURAK_TIPI,ENGELLIKULLANIM
5216,287662,YEŞİL BAHÇE,POINT (29.4589866531421 40.9785050356172),Pendik,GÖÇBEYLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5217,285861,HARMANLAR CADDESİ,POINT (29.4594340000073 41.1851089991129),Sile,SILE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5218,288222,POLENEZKÖY YOLU,POINT (29.1786205763289 41.1084441142994),Beykoz,BEYKOZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5219,182731,ŞEYH ŞAMİL CAMİİ,POINT (28.7578373263025 41.2050949210461),Arnavutköy,TASOLUK PERONLAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5220,183412,SEMİZKUMLAR ÜSTGEÇİT,POINT (28.1522519997547 41.0761889991046),Silivri,OTOGAR,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
5221,183021,BASIN EKSPRES CADDESİ,POINT (28.8104324694731 41.035483607679),Küçükçekmece,BAKIRKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5222,307031,EMİNÖNÜ,POINT (28.969934992784 41.0184810022243),Fatih,SAHIL (4),VAR,KAPALI,WALLMODERN,Uygun Degil
5223,212561,MAKASBAŞI,POINT (29.4048719820333 40.7856369607635),Darica,KARTAL METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5224,129221,KANLICA SİTESİ,POINT (28.8043969999827 41.0989540005694),Basaksehir,B.SEHIR 4-ORG.SAN.SI,YOK,KAPALI,CCMODERNDR,Uygun Degil
5225,204582,ATMACA SOKAK,POINT (29.0905779999913 41.0146940005561),Ümraniye,ESENEVLER,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5226,130481,MİSSTANBUL EVLERİ,POINT (28.8065255942055 41.0943160989542),Basaksehir,4.ETAP - 1.ETAP,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5227,262182,UZUNDERE,POINT (29.296216000009 40.9592939991173),Sultanbeyli,SULTANBEYLI DEVLET HASTANESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5228,284931,ŞEHİT MUSTAFA CANBULDU,POINT (29.20093000001 41.1823089991124),Beykoz,BEYKOZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5229,260113,ÜMRANİYE,POINT (29.0980754130073 41.024378058298),Ümraniye,SILE 139-139A,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5230,287001,KÜLHAN SOKAK,POINT (29.0441328981575 40.9130773091172),ADALAR,DOGU,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5231,224432,AŞIK VEYSEL ANADOLU LİSESİ,POINT (29.0886079999913 40.9971980005534),Atasehir,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
5232,206981,KAVAK CADDESİ,POINT (29.3609110223336 40.8285750303663),Tuzla,KARTAL 133S,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5233,285671,FİDANLIK,POINT (29.2847060000094 41.1243239991143),Çekmeköy,ÇEKMEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5234,182551,DEREBOYU MEYDANI,POINT (28.062927999649 41.2368889990978),Silivri,SILIVRI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5235,301541,İSTANBUL HAVALİMANI,POINT (28.7395367863923 41.2599345856744),Arnavutköy,ISTANBUL,VAR,AÇIK,İETTBAYRAK,Uygun Degil
5236,182571,AKSU SOKAK,POINT (28.6353868582042 40.9811439388901),Beylikdüzü,KAVAKLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5237,214322,SARIGÜL ,POINT (29.1784509999925 41.0074210005551),Ümraniye,KADIKÖY 19E,YOK,FULL KAPALI,İSTON GENİŞ_İBB,Uygun Degil
5238,214351,ESENKENT MAHALLE MUHTARLIĞI,POINT (29.1859609999927 41.0023230005543),Ümraniye,ESENSEHIR,YOK,AÇIK,İETTBAYRAK,Uygun
5239,228401,İNÖNÜ CADDESİ,POINT (29.3586189999948 40.8285630005268),Tuzla,PENDIK  133S,YOK,KAPALI,İETTCAMLI,Uygun Degil
5240,228411,EMİROĞLU CADDESİ,POINT (29.3613329999948 40.8310310005272),Tuzla,KARTAL 133S,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5241,229021,ORHANLI İTFAİYESİ,POINT (29.3520749999947 40.886301000536),Tuzla,TEPEÖREN,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5242,229022,ORHANLI İTFAİYESİ,POINT (29.3518119999947 40.8864070005359),Tuzla,KARTAL,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
5243,218871,KAVACIK SAPAĞI,POINT (29.0905359999911 41.088525000568),Beykoz,ANADOLU HISARI,VAR,KAPALI,CCMODERN,Uygun Degil
5244,130412,TURGUT ÖZAL MAHALLESİ,POINT (28.7012889999768 41.0101140005549),Avcilar,AVCILAR-ESENYURT,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
5245,130692,ÜNİVERSİTE MAHALLESİ,POINT (28.7131359999777 40.9997420005533),Avcilar,AVCILAR-ESENYURT,YOK,FULL KAPALI,İSTON DAR,Uygun Degil
5246,130712,ORHANGAZİ CADDESİ,POINT (28.7097179999775 41.0031210005538),Avcilar,AVCILAR-ESENYURT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5247,130721,BORUSAN OTOMOTİV,POINT (28.7161099999779 40.9940870005524),Avcilar,ESENYURT-AVCILAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5248,112971,USKUMRUKÖY,POINT (29.0226449992847 41.220189972525),Sariyer,KISIRKAYA,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5249,133724,GENÇOSMAN,POINT (28.9318028000114 41.0001335991168),Fatih,YEDIKULE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5250,301051,EMİNÖNÜ KANTARCILAR,POINT (28.9663769999888 41.0185790005567),Fatih,SON DURAK(399),VAR,KAPALI,CCMODERN,Uygun
5251,301101,YENİKAPI MARMARAY,POINT (28.9537339999885 41.0051010005545),Fatih,AKSARAY,VAR,KAPALI,CCMODERN,Uygun Degil
5252,302081,EDİRNEKAPI,POINT (28.9368569999879 41.0305200005586),Fatih,DEMIRKAPI,VAR,KAPALI,CCMODERN,Uygun Degil
5253,102411,FIRAT SOKAK,POINT (28.736365999979 41.0673860005642),Basaksehir,I.KOCARSLAN.IÖ.O,YOK,,AÇIK DURAK,Uygun Degil
5254,177881,TETAŞ,POINT (28.6221110164326 41.0654109785195),Esenyurt,AKÇABURGAZ,YOK,,İETTBAYRAK,Uygun
5255,215411,TAŞKÖPRÜ,POINT (29.1573140409202 41.0282429726714),Ümraniye,BIRLIK MH.9-14B-BK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5256,229191,JANDARMA KARAKOLU,POINT (29.4177939623434 40.9544050448053),Tuzla,GÖÇBEYLI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5257,113041,FINDIKSUYU,POINT (29.0109070392434 41.1648310175645),Sariyer,BAHÇEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5258,113081,KEMERBURGAZ YOLU ,POINT (28.9904082981347 41.1737292647331),Sariyer,BAHÇEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5259,113201,DERBENT,POINT (29.024221966825 41.1305910400611),Sariyer,LEVENT,YOK,KAPALI,WALLMODERN,Uygun Degil
5260,164882,ATLAS CADDESİ,POINT (28.8206909999837 41.0496970005615),Bagcilar,BÖLGE IDARE MAHKEMESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5261,164912,HACI BOSTAN,POINT (28.8134930244624 41.0575090019073),Bagcilar,YENIBOSNA,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5262,121121,BİLAL HABEŞİ CAMİİ,POINT (28.9616759999885 41.0634120005639),Kagithane,OKMEYDANI,YOK,AÇIK,İETTBAYRAK,Uygun
5263,115761,ARMAĞAN SOKAK,POINT (28.9932199999892 41.0860060005675),Kagithane,KAGITHANE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5264,230241,CEMİL MERİÇ İLKOKULU,POINT (29.3216819999944 40.8661330005327),Tuzla,PENDIK,YOK,AÇIK,İETTBAYRAK,Uygun
5265,228462,MİMAR SİNAN,POINT (29.3615420000084 40.8451149991202),Tuzla,SIFA SON DURAK,YOK,KAPALI,İETTCAMLI,Uygun Degil
5266,127211,GÖLET,POINT (28.6890389999756 41.0715370005648),Basaksehir,BAHÇESEHIR-A.SEHIR,YOK,KAPALI,CCMODERN,Uygun Degil
5267,107453,MURATPAŞA MAHALLESİ,POINT (28.907991999987 41.0484900005615),Bayrampasa,CEVATPASA-1,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5268,225591,ACIBADEM KÖPRÜSÜ,POINT (29.0419489999905 41.0023660005542),Kadiköy,TUZLA,VAR,KAPALI,CCMODERN,Uygun Degil
5269,101871,KATI ATIK TESİSLERİ,POINT (28.7591589999805 41.0433760005604),Küçükçekmece,BAKIRKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
5270,226482,YENİŞEHİR PAZAR YERİ,POINT (29.1476469999922 40.9895780005522),Atasehir,DUDULLU,YOK,KAPALI,CCMODERN,Uygun Degil
5271,127172,OSMANGAZİ,POINT (28.7934889999824 41.0329630005587),Küçükçekmece,INÖNÜ MAHALLESI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5272,119931,İGDAŞ,POINT (28.9784489999889 41.0660360005643),Sisli,ÇAGLAYAN,YOK,KAPALI,CCMODERN,Uygun
5273,207642,VALİLER SİTESİ,POINT (29.3129369999944 40.8261520005264),Tuzla,BOSTANCI,VAR,KAPALI,CCMODERN,Uygun Degil
5274,212871,TUZLA ORGANİZE SANAYİ,POINT (29.4081309999952 40.8845160005356),Tuzla,SONDURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5275,209852,HÜRRİYET CADDESİ,POINT (29.3071089999943 40.8439570005292),Tuzla,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
5276,127552,KIZLI HAVUZ,POINT (28.6841259999748 41.0641970005632),Basaksehir,YENIKAPI-BAHÇESEHIR,YOK,KAPALI,DİĞER,Uygun Degil
5277,218382,ARSLAN SOKAK,POINT (29.1408640425429 41.112252970374),Beykoz,KAVACIK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5278,226982,UZUNÇAYIR CADDESİ,POINT (29.0458379999906 40.9961440005532),Kadiköy,KADIKÖY,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
5279,223552,DEVLET SU İŞLERİ 14. BÖLGE MÜD.,POINT (29.073669999991 41.0078410005551),Üsküdar,ÜMRANIYE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5280,301211,ZEYTİNBURNU,POINT (28.8917149999866 41.0012840005538),Bakirköy,SON DURAK (93),YOK,KAPALI,CCMODERN,Uygun Degil
5281,103843,SU ÖZÜ,POINT (28.8759349999858 40.9937780005525),Bakirköy,EMINÖNÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5282,260472,ADIVAR SOKAK,POINT (29.3271119999945 40.8716970005336),Tuzla,TEPEÖREN MERKEZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5283,219421,MARMARA ÜNİVERSİTESİ ANADOLU HİSARI KAMPÜSÜ,POINT (29.0692769999908 41.0806690005668),Beykoz,BEYKOZ,YOK,KAPALI,WALLMODERN,Uygun Degil
5284,130704,AVCILAR İGDAŞ,POINT (28.7130099999772 40.9976850005526),Avcilar,ESENYURT,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
5285,122891,SU DEPOSU,POINT (28.6992160174993 41.0113639769354),Avcilar,BASAKSEHIR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5286,100062,İSTİKLAL CADDESİ,POINT (28.7087339999774 40.9991320005532),Avcilar,BOGAZKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5287,100241,ISPARTAKULE BLOKLARI,POINT (28.7116229999774 41.0642040005636),Avcilar,TAKSIM,YOK,FULL KAPALI,İSTON DAR,Uygun
5288,100251,AKPINAR SOKAK,POINT (28.7252149999783 41.0684140005643),Avcilar,SAHINTEPESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5289,110572,TRABZON CADDESİ,POINT (28.6957199999755 41.2302270005904),Arnavutköy,TRABZON MAHALLESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5290,109051,SAĞLIK OCAĞI,POINT (28.7163009999772 41.2039230005862),Arnavutköy,TASOLUK BELEDIYE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
5291,219422,MARMARA ÜNİVERSİTESİ ANADOLU HİSARI KAMPÜSÜ,POINT (29.0691639999908 41.0805150005667),Beykoz,ÜSKÜDAR,VAR,KAPALI,WALLMODERN,Uygun Degil
5292,113541,ALT GEÇİT,POINT (29.0467860265263 41.0912700176886),Sariyer,ETILER,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5293,260121,GEBZE İSTASYONU,POINT (29.4102479618728 40.7835630348077),Darica,KARTAL METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5294,260292,REZENE SOKAK,POINT (29.4044860000077 40.8468564773808),Çayirova,ÇAGDASKENT SAGLIK OCAGI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5295,181121,AVCILAR MURAT KÖLÜK DEVLET HASTANESİ,POINT (28.7292059999784 40.9819240005502),Avcilar,AVCILAR,VAR,KAPALI,CCMODERN,Uygun Degil
5296,217121,SÜMBÜL,POINT (29.1777039999923 41.1440810005771),Beykoz,BEYKOZ,YOK,KAPALI,İETTCAMLI,Uygun Degil
5297,120862,SİLAHTARAĞA CADDESİ,POINT (28.943422999988 41.0675630005645),Eyüpsultan,EMINÖNÜ,YOK,KAPALI,CCMODERNDR,Uygun Degil
5298,119321,ŞAİR NEDİM,POINT (29.0004259999895 41.0451650005609),Besiktas,EMINÖNÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5299,116821,EKREM CEVAHİR ANADOLU İMAM HATİP LİSESİ,POINT (28.9748289999888 41.0924110005686),Kagithane,SON DURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5300,260422,İHLAS SOKAK,POINT (29.3737030284498 40.8568930401031),Çayirova,ÇAGDASKENT SAGLIK OCAGI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5301,212601,EKİM SOKAK,POINT (29.4014929999951 40.9136940005403),Tuzla,AKFIRAT,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5302,213452,ERDOST SOKAK,POINT (29.3344820418399 40.8702720231473),Tuzla,KARTAL METRO,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5303,214002,AKFIRAT KIZILAY,POINT (29.4072160232221 40.9231489888859),Tuzla,AKFIRAT,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5304,225846,İÇMELER KÖPRÜSÜ,POINT (29.2971889999942 40.84907600053),Tuzla,TUZLA,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5305,127971,KUZEY BATI KAPISI,POINT (28.6755049999746 41.0638350005635),Basaksehir,BAHÇESEHIR-TEM-E5,VAR,KAPALI,CCMODERN,Uygun Degil
5306,107251,AYAKAPI,POINT (28.9552079999884 41.0281780005582),Fatih,EMINÖNÜ,YOK,KAPALI,CCMODERNDR,Uygun Degil
5307,219442,DOLAYBAĞI,POINT (29.0665679999907 41.0871960005678),Beykoz,ÜSKÜDAR,YOK,KAPALI,WALLMODERN,Uygun Degil
5308,219832,CAM SANAT OKULU,POINT (29.2660469999933 41.1766180005824),Beykoz,BEYKOZ 137,YOK,AÇIK,İETTBAYRAK,Uygun
5309,219622,ÇAYIR CADDESİ,POINT (29.0872819999909 41.144424000577),Beykoz,ORTAÇESME,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5310,202891,BELEDİYE DİNLENME TESİSİ,POINT (29.5951929999964 41.1678820005811),Sile,SILE,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
5311,204301,ARMAĞANEVLER KURAN KURSU,POINT (29.118007019303 41.0136199654641),Ümraniye,KADIKÖY,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5312,210412,PENDİK SOSYAL GÜVENLİK KURUMU MERKEZİ,POINT (29.2548619999937 40.8754710005342),Pendik,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun
5313,212002,MUSTAFA AKYOL SOKAK,POINT (29.3045729999941 40.9305020005428),Pendik,KADIKÖY,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
5314,212441,İMAMI AZAM CADDESİ,POINT (29.3040979999942 40.8650520005325),Pendik,KARTAL METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5315,219651,CEVİZLİ BAHÇE,POINT (29.0993269999911 41.1484150005777),Beykoz,ORTAÇESME,YOK,KAPALI,CCMODERNDR,Uygun Degil
5316,219681,İSMAİL ÖZSEÇKİN İLKOKULU,POINT (29.1132489999913 41.1487830005778),Beykoz,BEYKOZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5317,219701,POYRAZ SAPAĞI,POINT (29.1209670029396 41.1503879720433),Beykoz,DERESEKI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5318,202361,ÇAYIRBAŞI KÖYÜ,POINT (29.6468750267087 41.1491000095241),Sile,SILE,YOK,KAPALI,AÇIK DURAK,Uygun Degil
5319,203171,KERVANSARAY,POINT (29.4532130485361 41.0719680089375),Sile,SILE,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5320,261602,KARACAKÖY ZEYTİN BAYIRI,POINT (29.7624359666691 41.1563009557954),Sile,AGVA,YOK,,AÇIK DURAK,Uygun Degil
5321,229601,İPEK SOKAK,POINT (29.3676039999949 40.8382500005283),Tuzla,KARTAL,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
5322,229641,NAKLİYECİLER SİTESİ,POINT (29.3651159999948 40.9000110005381),Tuzla,TEPEÖREN,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5323,229672,SELVİ SOKAK,POINT (29.343046565986 40.8623938941965),Tuzla,TUZLA,YOK,KAPALI,CCMODERN,Uygun Degil
5324,209602,DURAK SOKAK,POINT (29.3717830141204 40.8633981149018),Çayirova,SEKERPINAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil
5325,208312,KERESTECİLER,POINT (29.2237189999933 40.8976740005376),Kartal,TUZLA E-5  251-500T,YOK,FULL KAPALI,İSTON DAR_İBB,Uygun Degil
5326,208932,ALİYA İZZET BEGOVİÇ CAMİİ,POINT (29.2837159999939 40.9294080005427),Pendik,YENISEHIR,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
5327,230211,KAVİ SİTESİ,POINT (29.294442999994 40.9358590005437),Pendik,PENDIK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
5328,201711,RASATHANE ORTAOKULU,POINT (29.0656599999906 41.0683620005646),Üsküdar,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil
5329,201951,SELVİLER,POINT (29.0816239999911 41.0210860005572),Üsküdar,KADIKÖY 14B,YOK,AÇIK,İETTBAYRAK,Uygun Degil
