,HAT_KODU,HAT_ADI,TAM_HAT_ADI,HAT_DURUMU,BOLGE,SEFER_SURESI
184,14F,KÜPLÜCE - KADIKÖY,14F/KÜPLÜCE - KADIKÖY,1,Anadolu1,57.68
185,14FD,FERAH MAHALLESİ - ÜSKÜDAR DEVLET HASTANESİ,14FD/FERAH MAHALLESİ - ÜSKÜDAR DEVLET HASTANESİ,1,Anadolu1,41.27
186,14K,KAZIM KARABEKİR - KADIKÖY,14K/KAZIM KARABEKİR - KADIKÖY,1,Anadolu1,63.71
187,14KS,SULTANBEYLİ GÖLET - KOZYATAĞI METRO,14KS/SULTANBEYLİ GÖLET - KOZYATAĞI METRO,1,Anadolu2,126.12
188,14M,KAVACIK YENİ CAMİ - KADIKÖY,14M/KAVACIK YENİ CAMİ - KADIKÖY,1,Anadolu1,104.76
189,14R,RASATHANE - KADIKÖY,14R/RASATHANE - KADIKÖY,1,Anadolu1,78.68
190,14S,SULTANBEYLİ - KOZYATAĞI METRO,14S/SULTANBEYLİ - KOZYATAĞI METRO,1,Anadolu2,137.61
191,14T,ATATÜRK MAH./ TAŞDELEN - KOZYATAĞI METRO,14T/ATATÜRK MAH./ TAŞDELEN - KOZYATAĞI METRO,1,Anadolu2,117.5
192,14TM,TEPEÜSTÜ-MALTEPE METRO/CEVİZLİ PERONLAR,14TM/TEPEÜSTÜ-MALTEPE METRO/CEVİZLİ PERONLAR,1,Anadolu1,112.01
193,14Y,YAVUZTÜRK MAHALLESİ - KADIKÖY,14Y/YAVUZTÜRK MAHALLESİ - KADIKÖY,1,Anadolu1,55.13
194,14YE,YAVUZTÜRK MAHALLESİ / ÜMRANİYE - EMEK MAHALLESİ,14YE/YAVUZTÜRK MAHALLESİ / ÜMRANİYE - EMEK MAHALLESİ,1,Anadolu1,89.45
195,14YK,YENİDOĞAN / ŞİLE YOLU - AYRILIKÇEŞME,14YK/YENİDOĞAN / ŞİLE YOLU - AYRILIKÇEŞME,1,Anadolu2,140.04
196,14ÇK,ŞAHİNBEY - KADIKÖY,14ÇK/ŞAHİNBEY - KADIKÖY,1,Anadolu2,113.87
197,14ŞB,ŞAHİNBEY - KADIKÖY,14ŞB/ŞAHİNBEY - KADIKÖY,1,Anadolu2,121.99
198,15,BEYKOZ - ÜSKÜDAR,15/BEYKOZ - ÜSKÜDAR,1,Anadolu1,101.93
199,150,HACIOSMAN METRO - RUMELİFENERİ,150/HACIOSMAN METRO - RUMELİFENERİ,1,Avrupa3,103.55
200,151,HACIOSMAN METRO - KİLYOS / DEMİRCİKÖY,151/HACIOSMAN METRO - KİLYOS / DEMİRCİKÖY,1,Avrupa3,97.07
201,152,HACIOSMAN METRO - ZEKERİYAKÖY / KISIRKAYA,152/HACIOSMAN METRO - ZEKERİYAKÖY / KISIRKAYA,1,Avrupa3,115.74
202,153,BAHÇEKÖY - SARIYER,153/BAHÇEKÖY - SARIYER,1,Avrupa3,45.31
203,154,HACIOSMAN METRO - KOÇ ÜNİVERSİTESİ,154/HACIOSMAN METRO - KOÇ ÜNİVERSİTESİ,1,Avrupa3,64.41
204,15A,ANADOLUKAVAĞI - KAVACIK,15A/ANADOLUKAVAĞI - KAVACIK,1,Anadolu1,103.37
205,15B,TOPAĞACI MAHALLESİ / GÜZELTEPE - ÜSKÜDAR,15B/TOPAĞACI MAHALLESİ / GÜZELTEPE - ÜSKÜDAR,1,Anadolu1,69.54
206,15BK,DERESEKİ / BEYKOZ - KADIKÖY,15BK/DERESEKİ / BEYKOZ - KADIKÖY,1,Anadolu1,174.09
207,15C,BÜYÜK ÇAMLICA CAMİİ/FERAH MAHALLESİ - ÜSKÜDAR,15C/BÜYÜK ÇAMLICA CAMİİ/FERAH MAHALLESİ - ÜSKÜDAR,1,Anadolu1,40.92
208,15CA,BÜYÜK ÇAMLICA CAMİİ / BULGURLU METRO - GÖZTEPE KÖPRÜSÜ,15CA/BÜYÜK ÇAMLICA CAMİİ / BULGURLU METRO - GÖZTEPE KÖPRÜSÜ,1,Anadolu1,26.56
209,15D,ANADOLUFENERİ /KAYNARCA / DERESEKİ - KAVACIK,15D/ANADOLUFENERİ /KAYNARCA / DERESEKİ - KAVACIK,1,Anadolu1,128.23
210,15E,TEKKE MEVKİİ - ÜSKÜDAR,15E/TEKKE MEVKİİ - ÜSKÜDAR,1,Anadolu1,81.91
211,15F,BEYKOZ - KADIKÖY,15F/BEYKOZ - KADIKÖY,1,Anadolu1,138.14
212,15H,HEKİMBAŞI - ÜSKÜDAR,15H/HEKİMBAŞI - ÜSKÜDAR,1,Anadolu1,63.07
213,15K,KİRAZLITEPE - ÜSKÜDAR,15K/KİRAZLITEPE - ÜSKÜDAR,1,Anadolu1,31.52
214,15KB,KAVACIK - KOZYATAĞI METRO,15KB/KAVACIK - KOZYATAĞI METRO,0,Anadolu1,84.01
215,15KÇ,KARANLIKDERE / ÇAVUŞBAŞI - ÜSKÜDAR,15KÇ/KARANLIKDERE / ÇAVUŞBAŞI - ÜSKÜDAR,1,Anadolu1,132.26
216,15M,KAVACIK YENİ CAMİ - ÜSKÜDAR,15M/KAVACIK YENİ CAMİ - ÜSKÜDAR,1,Anadolu1,76.86
217,15N,ARKBOYU - ÜSKÜDAR,15N/ARKBOYU - ÜSKÜDAR,1,Anadolu1,60.15
218,15P,SOĞUKSU MAHALLESİ - ÜSKÜDAR,15P/SOĞUKSU MAHALLESİ - ÜSKÜDAR,1,Anadolu1,100.42
219,15R,RASATHANE - ÜSKÜDAR,15R/RASATHANE - ÜSKÜDAR,1,Anadolu1,46.5
220,15S,SULTANMURAT - ÜSKÜDAR,15S/SULTANMURAT - ÜSKÜDAR,1,Anadolu1,40.4
221,15SD,SULTANİYE-DUDULLU İMES,15SD/SULTANİYE-DUDULLU İMES,1,Anadolu1,110.45
222,15SK,SULTANMURAT - KADIKÖY,15SK/SULTANMURAT - KADIKÖY,1,Anadolu1,74.47
223,15T,TOKATKÖY - ÜSKÜDAR,15T/TOKATKÖY - ÜSKÜDAR,1,Anadolu1,105.98
224,15TA,TÜRK ALMAN ÜNİVERSİTESİ-KAVACIK,15TA/TÜRK ALMAN ÜNİVERSİTESİ-KAVACIK,1,Anadolu1,59.47
225,15TK,TOKATKÖY-KADIKÖY,15TK/TOKATKÖY-KADIKÖY,1,Anadolu1,163.08
226,15TY,TOKATKÖY / BEYKOZ - YENİMAHALLE,15TY/TOKATKÖY / BEYKOZ - YENİMAHALLE,1,Anadolu1,95.76
227,15U,TUFAN MAHALLESİ - ÜSKÜDAR,15U/TUFAN MAHALLESİ - ÜSKÜDAR,1,Anadolu1,42.26
228,15Y,YENİMAHALLE - ÜSKÜDAR,15Y/YENİMAHALLE - ÜSKÜDAR,1,Anadolu1,66.38
229,15YK,YENİMAHALLE - KADIKÖY,15YK/YENİMAHALLE - KADIKÖY,1,Anadolu1,130.28
230,15Z,GÜZELTEPE - ÜSKÜDAR,15Z/GÜZELTEPE - ÜSKÜDAR,1,Anadolu1,43.59
231,15ÇB,KAVACIK - ÇAVUŞBAŞI / ÇENGELDERE,15ÇB/KAVACIK - ÇAVUŞBAŞI / ÇENGELDERE,1,Anadolu1,55.55
232,15ÇK,GÜZELTEPE - KADIKÖY,15ÇK/GÜZELTEPE - KADIKÖY,1,Anadolu1,95.71
233,15ŞN,ŞENEVLER - ÜSKÜDAR,15ŞN/ŞENEVLER - ÜSKÜDAR,1,Anadolu1,74.58
234,16,PENDİK - KADIKÖY,16/PENDİK - KADIKÖY,1,Anadolu2,137.17
235,16A,PENDİK - ÜSKÜDAR,16A/PENDİK - ÜSKÜDAR,1,Anadolu2,155.97
236,16B,KARTAL METRO / TOPSELVİ - KADIKÖY,16B/KARTAL METRO / TOPSELVİ - KADIKÖY,0,Anadolu2,149.04
237,16C,HİLAL KONUTLARI - KADIKÖY,16C/HİLAL KONUTLARI - KADIKÖY,0,Anadolu2,169.55
238,16D,ALTKAYNARCA / PENDİK - KADIKÖY,16D/ALTKAYNARCA / PENDİK - KADIKÖY,1,Anadolu2,142.26
239,16F,FINDIKLI MAHALLESİ - HAREM,16F/FINDIKLI MAHALLESİ - HAREM,1,Anadolu1,88.36
240,16FK,FINDIKLI MAHALLESİ - KOZYATAĞI METRO,16FK/FINDIKLI MAHALLESİ - KOZYATAĞI METRO,0,Anadolu1,40.77
241,16KH,YENİŞEHİR / MARMARA ÜNİV. HASTANESİ - KADIKÖY,16KH/YENİŞEHİR / MARMARA ÜNİV. HASTANESİ - KADIKÖY,1,Anadolu2,191.92
242,16M,ACARLAR SİTESİ / ATAŞEHİR - ÜSKÜDAR,16M/ACARLAR SİTESİ / ATAŞEHİR - ÜSKÜDAR,1,Anadolu1,87.08
243,16S,S. G. HAVALİMANI - UZUNÇAYIR METROBÜS/HAREM PERONLAR,16S/S. G. HAVALİMANI - UZUNÇAYIR METROBÜS/HAREM PERONLAR,1,Anadolu2,195.21
244,16U,UĞURMUMCU - ÜSKÜDAR,16U/UĞURMUMCU - ÜSKÜDAR,1,Anadolu2,153.35
245,16Y,PENDİK YHT İSTASYONU - KADIKÖY,16Y/PENDİK YHT İSTASYONU - KADIKÖY,0,Anadolu2,135.88
246,16YK,Y.TEPE ÜNİV. / FINDIKLI MAHALLESİ - KOZYATAĞI METRO,16YK/Y.TEPE ÜNİV. / FINDIKLI MAHALLESİ - KOZYATAĞI METRO,1,Anadolu1,39.42
247,16Z,ÇAMLIK / KARTAL CEZAEVİ - KADIKÖY,16Z/ÇAMLIK / KARTAL CEZAEVİ - KADIKÖY,0,Anadolu2,190.44
248,17,PENDİK - KADIKÖY,17/PENDİK - KADIKÖY,1,Anadolu2,135.7
249,17B,GEBZE - KARTAL METRO,17B/GEBZE - KARTAL METRO,0,Anadolu2,142.69
250,17K,KAVAKPINAR - KADIKÖY,17K/KAVAKPINAR - KADIKÖY,0,Anadolu2,179.91
251,17L,KÜÇÜKYALI LOJMANLARI - KADIKÖY,17L/KÜÇÜKYALI LOJMANLARI - KADIKÖY,1,Anadolu1,81.15
252,17P,TUZLA EMLAK KONUTLARI - UZUNÇAYIR METROBÜS/HAREM PERONLAR,17P/TUZLA EMLAK KONUTLARI - UZUNÇAYIR METROBÜS/HAREM PERONLAR,0,Anadolu2,185.88
253,17S,UĞURMUMCU - BOSTANCI,17S/UĞURMUMCU - BOSTANCI,1,Anadolu2,105.0
254,18,SULTANBEYLİ - UZUNÇAYIR METROBÜS/ ÜSKÜDAR,18/SULTANBEYLİ - UZUNÇAYIR METROBÜS/ ÜSKÜDAR,1,Anadolu2,165.62
255,18A,SULTANBEYLİ - ACIBADEM METRO,18A/SULTANBEYLİ - ACIBADEM METRO,1,Anadolu2,138.13
256,18D,SULTANBEYLİ - KADIKÖY,18D/SULTANBEYLİ - KADIKÖY,1,Anadolu2,152.97
257,18E,YENİDOĞAN / SAMANDIRA - KADIKÖY,18E/YENİDOĞAN / SAMANDIRA - KADIKÖY,1,Anadolu2,154.36
258,18F,VEYSEL KARANİ / FATİH MAH. - KADIKÖY,18F/VEYSEL KARANİ / FATİH MAH. - KADIKÖY,1,Anadolu2,164.65
259,18K,SULTANBEYLİ GÖLET - KADIKÖY,18K/SULTANBEYLİ GÖLET - KADIKÖY,1,Anadolu2,152.97
260,18M,SULTANBEYLİ MİMARSİNAN - UZUNÇAYIR METROBÜS,18M/SULTANBEYLİ MİMARSİNAN - UZUNÇAYIR METROBÜS,1,Anadolu2,136.52
261,18UK,UZUNDERE-KOZYATAĞI,18UK/UZUNDERE-KOZYATAĞI,1,Anadolu2,127.81
262,18V,VEYSEL KARANİ / SAMANDIRA - KADIKÖY,18V/VEYSEL KARANİ / SAMANDIRA - KADIKÖY,1,Anadolu2,135.91
263,18Y,YENİDOĞAN / SAMANDIRA - ÜSKÜDAR,18Y/YENİDOĞAN / SAMANDIRA - ÜSKÜDAR,1,Anadolu2,199.71
264,18YS,YENİDOĞAN-SULTANBEYLİ,18YS/YENİDOĞAN-SULTANBEYLİ,1,Anadolu2,122.81
265,18Ü,SULTANBEYLİ - ÜSKÜDAR,18Ü/SULTANBEYLİ - ÜSKÜDAR,1,Anadolu2,177.12
266,19,FERHATPAŞA / YEDİTEPE ÜNİVERSİTESİ - KADIKÖY,19/FERHATPAŞA / YEDİTEPE ÜNİVERSİTESİ - KADIKÖY,1,Anadolu1,95.34
267,19A,YENİDOĞAN - AYRILIKÇEŞME,19A/YENİDOĞAN - AYRILIKÇEŞME,1,Anadolu2,133.25
268,19B,BAŞIBÜYÜK MAHALLESİ - KADIKÖY,19B/BAŞIBÜYÜK MAHALLESİ - KADIKÖY,1,Anadolu1,93.29
269,19D,ÜMRANİYE - BOSTANCI,19D/ÜMRANİYE - BOSTANCI,1,Anadolu1,92.65
270,19E,YENİDOĞAN/ ATAŞEHİR - KOZYATAĞI METRO,19E/YENİDOĞAN/ ATAŞEHİR - KOZYATAĞI METRO,1,Anadolu2,97.17
271,19EK,YENİDOĞAN/ ATAŞEHİR - KADIKÖY,19EK/YENİDOĞAN/ ATAŞEHİR - KADIKÖY,1,Anadolu2,142.5
272,19ES,ESENŞEHİR - KADIKÖY,19ES/ESENŞEHİR - KADIKÖY,1,Anadolu2,106.8
273,19F,YEDİTEPE ÜNİV. / FINDIKLI MAHALLESİ - KADIKÖY,19F/YEDİTEPE ÜNİV. / FINDIKLI MAHALLESİ - KADIKÖY,1,Anadolu1,74.58
274,19FB,FINDIKLI MAHALLESİ - BOSTANCI,19FB/FINDIKLI MAHALLESİ - BOSTANCI,1,Anadolu1,72.05
275,19FK,FINDIKLI MAHALLESİ - AYRILIKÇEŞME,19FK/FINDIKLI MAHALLESİ - AYRILIKÇEŞME,1,Anadolu1,77.53
276,19FS,FERHATPAŞA - SOYAK YENİŞEHİR,19FS/FERHATPAŞA - SOYAK YENİŞEHİR,1,Anadolu1,96.12
277,19H,MALTEPE ÜNİVERSİTESİ - KADIKÖY,19H/MALTEPE ÜNİVERSİTESİ - KADIKÖY,0,Anadolu1,108.28
278,19K,ACARLAR SİTESİ / KAYIŞDAĞI - KADIKÖY,19K/ACARLAR SİTESİ / KAYIŞDAĞI - KADIKÖY,1,Anadolu1,73.4
279,19M,ACARLAR SİTESİ / ATAŞEHİR - KADIKÖY,19M/ACARLAR SİTESİ / ATAŞEHİR - KADIKÖY,1,Anadolu1,73.85
280,19S,YENİDOĞAN / SARIGAZİ - KADIKÖY,19S/YENİDOĞAN / SARIGAZİ - KADIKÖY,1,Anadolu2,139.99
281,19SB,SULTANBEYLİ - BOSTANCI,19SB/SULTANBEYLİ - BOSTANCI,1,Anadolu2,143.86
282,19T,FERHATPAŞA - KADIKÖY,19T/FERHATPAŞA - KADIKÖY,1,Anadolu1,90.03
283,19V,VEYSEL KARANİ / SAMANDIRA - KOZYATAĞI METRO,19V/VEYSEL KARANİ / SAMANDIRA - KOZYATAĞI METRO,1,Anadolu2,116.19
284,19Y,FERHATPAŞA - KADIKÖY,19Y/FERHATPAŞA - KADIKÖY,1,Anadolu1,87.69
285,19YK,YENİDOĞAN-KAYIŞDAĞI,19YK/YENİDOĞAN-KAYIŞDAĞI,1,Anadolu2,93.17
286,19Z,ZÜMRÜTEVLER - KADIKÖY,19Z/ZÜMRÜTEVLER - KADIKÖY,1,Anadolu1,113.08
287,2,BOSTANCI - HAREM,2/BOSTANCI - HAREM,1,Anadolu1,90.37
288,20,ORTAÇEŞME / KAVACIK - Ü.EĞT.ARŞ.HASTANESİ,20/ORTAÇEŞME / KAVACIK - Ü.EĞT.ARŞ.HASTANESİ,1,Anadolu1,137.96
289,202,BOSTANCI - TAKSİM,202/BOSTANCI - TAKSİM,0,Anadolu1,114.9
290,20D,SARIGAZİ/YENİŞEHİR-KADIKÖY,20D/SARIGAZİ/YENİŞEHİR-KADIKÖY,1,Anadolu2,112.26
291,20E,ESATPAŞA - KADIKÖY,20E/ESATPAŞA - KADIKÖY,1,Anadolu1,55.18
292,20K,KAZIM KARABEKİR - KADIKÖY,20K/KAZIM KARABEKİR - KADIKÖY,1,Anadolu1,81.11
293,20Ü,ÜMRANİYE TEPEÜSTÜ - KADIKÖY,20Ü/ÜMRANİYE TEPEÜSTÜ - KADIKÖY,1,Anadolu1,75.15
294,21A,KARTAL - KADIKÖY,21A/KARTAL - KADIKÖY,0,Anadolu2,117.31
295,21B,BATI ATAŞEHİR / KÜÇÜKBAKKALKÖY - KADIKÖY,21B/BATI ATAŞEHİR / KÜÇÜKBAKKALKÖY - KADIKÖY,0,Anadolu1,90.93
296,21C,ESENKENT - KADIKÖY,21C/ESENKENT - KADIKÖY,0,Anadolu1,101.65
297,21G,GÜLENSU MAHALLESİ - KADIKÖY,21G/GÜLENSU MAHALLESİ - KADIKÖY,0,Anadolu1,94.29
298,21K,KURFALI - KADIKÖY,21K/KURFALI - KADIKÖY,0,Anadolu2,127.04
299,21M,GÜLENSU MAHALLESİ - MALTEPE SAHİL,21M/GÜLENSU MAHALLESİ - MALTEPE SAHİL,0,Anadolu1,10.0
300,21U,UĞURMUMCU - KADIKÖY,21U/UĞURMUMCU - KADIKÖY,0,Anadolu2,140.93
301,21Y,BATI ATAŞEHİR / YENİSAHRA - KADIKÖY,21Y/BATI ATAŞEHİR / YENİSAHRA - KADIKÖY,0,Anadolu1,71.85
302,22,İSTİNYE DEREİÇİ - KABATAŞ,22/İSTİNYE DEREİÇİ - KABATAŞ,1,Avrupa3,78.1
303,222,PENDİK - KADIKÖY,222/PENDİK - KADIKÖY,0,Anadolu2,137.88
304,22B,BEBEK - KABATAŞ,22B/BEBEK - KABATAŞ,1,Avrupa3,39.46
305,22M,İSTİNYE İSKELE-MASLAK,22M/İSTİNYE İSKELE-MASLAK,0,Avrupa3,26.87
306,22RE,FATİH SULTAN MEHMET - BEŞİKTAŞ,22RE/FATİH SULTAN MEHMET - BEŞİKTAŞ,1,Avrupa3,85.44
307,25,HACIOSMAN METRO - HAVANTEPE,25/HACIOSMAN METRO - HAVANTEPE,1,Avrupa3,39.45
308,251,PENDİK - MECİDİYEKÖY,251/PENDİK - MECİDİYEKÖY,1,Anadolu2,176.77
309,252,KARTAL - MECİDİYEKÖY / ŞİŞLİ,252/KARTAL - MECİDİYEKÖY / ŞİŞLİ,1,Anadolu2,162.63
310,256,YEDİTEPE ÜNİVERSİTESİ / ATAŞEHİR - TAKSİM,256/YEDİTEPE ÜNİVERSİTESİ / ATAŞEHİR - TAKSİM,1,Anadolu1,144.35
311,25A,RUMELİKAVAĞI - HACIOSMAN METRO,25A/RUMELİKAVAĞI - HACIOSMAN METRO,1,Avrupa3,51.26
312,25C,TARABYAÜSTÜ / FERAHEVLER - İSTİNYE,25C/TARABYAÜSTÜ / FERAHEVLER - İSTİNYE,1,Avrupa3,41.46
313,25E,SARIYER - KABATAŞ,25E/SARIYER - KABATAŞ,1,Avrupa3,121.46
314,25G,SARIYER - TAKSİM,25G/SARIYER - TAKSİM,1,Avrupa3,105.83
315,25S1,HACIOSMAN METRO-SARIYER,25S1/HACIOSMAN METRO-SARIYER,0,Avrupa3,33.83
316,25S2,HACIOSMAN METRO-SARIYER,25S2/HACIOSMAN METRO-SARIYER,0,Avrupa3,29.23
317,25T,SARIYER - TAKSİM,25T/SARIYER - TAKSİM,0,Avrupa3,101.03
318,25Y,HACIOSMAN METRO - YENİ UYUM SİTESİ,25Y/HACIOSMAN METRO - YENİ UYUM SİTESİ,1,Avrupa3,59.72
319,26,DİKİLİTAŞ - EMİNÖNÜ,26/DİKİLİTAŞ - EMİNÖNÜ,1,Avrupa3,50.76
320,26A,FULYA MAHALLESİ - EMİNÖNÜ,26A/FULYA MAHALLESİ - EMİNÖNÜ,1,Avrupa3,51.98
321,26B,FULYA MAHALLESİ - KABATAŞ,26B/FULYA MAHALLESİ - KABATAŞ,1,Avrupa3,60.14
322,27E,ŞİRİNTEPE - KABATAŞ,27E/ŞİRİNTEPE - KABATAŞ,1,Avrupa3,46.23
323,27SE,SEYRANTEPE - KABATAŞ,27SE/SEYRANTEPE - KABATAŞ,1,Avrupa3,57.14
324,27T,ŞİRİNTEPE - ŞİŞLİ,27T/ŞİRİNTEPE - ŞİŞLİ,1,Avrupa3,34.94
325,28,TOPKAPI / EDİRNEKAPI - BEŞİKTAŞ,28/TOPKAPI / EDİRNEKAPI - BEŞİKTAŞ,1,Avrupa2,59.5
326,28T,TOPKAPI - BEŞİKTAŞ,28T/TOPKAPI - BEŞİKTAŞ,1,Avrupa2,52.83
327,29,İSTİNYE DEREİÇİ - ZİNCİRLİKUYU METROBÜS,29/İSTİNYE DEREİÇİ - ZİNCİRLİKUYU METROBÜS,1,Avrupa3,43.78
328,29A,DERBENT MAHALLESİ - BEŞİKTAŞ,29A/DERBENT MAHALLESİ - BEŞİKTAŞ,1,Avrupa3,58.13
329,29B,FATİH SULTAN MEHMET - 4.LEVENT METRO,29B/FATİH SULTAN MEHMET - 4.LEVENT METRO,1,Avrupa3,51.56
330,29C,TARABYAÜSTÜ - KABATAŞ,29C/TARABYAÜSTÜ - KABATAŞ,1,Avrupa3,84.74
331,29D,FERAHEVLER - KABATAŞ,29D/FERAHEVLER - KABATAŞ,1,Avrupa3,85.74
332,29E,MASLAK GAZETECİLER SİTESİ - BEŞİKTAŞ,29E/MASLAK GAZETECİLER SİTESİ - BEŞİKTAŞ,1,Avrupa3,64.0
333,29GM,MASLAK GAZETECİLER SİTESİ - 4.LEVENT METRO,29GM/MASLAK GAZETECİLER SİTESİ - 4.LEVENT METRO,1,Avrupa3,36.77
334,29M1,HACIOSMAN METRO - FERAHEVLER / İSTİNYE,29M1/HACIOSMAN METRO - FERAHEVLER / İSTİNYE,0,Avrupa3,32.56
335,29M2,HACIOSMAN METRO - İSTİNYE / FERAHEVLER,29M2/HACIOSMAN METRO - İSTİNYE / FERAHEVLER,0,Avrupa3,34.82
336,29P,POLİGON MAHALLESİ - ZİNCİRLİKUYU METROBÜS,29P/POLİGON MAHALLESİ - ZİNCİRLİKUYU METROBÜS,1,Avrupa3,37.75
337,29T,TARABYAÜSTÜ / DARÜŞŞAFAKA - İSTİNYE,29T/TARABYAÜSTÜ / DARÜŞŞAFAKA - İSTİNYE,1,Avrupa3,45.04
338,29Ş,İSTİNYE DEREİÇİ - ŞİŞLİ,29Ş/İSTİNYE DEREİÇİ - ŞİŞLİ,1,Avrupa3,65.68
339,3,BURHANİYE MAHALLESİ - KADIKÖY,3/BURHANİYE MAHALLESİ - KADIKÖY,1,Anadolu1,52.53
340,300,TÜYAP - SİLİVRİ,300/TÜYAP - SİLİVRİ,1,Avrupa1,183.58
341,300G,TÜYAP-GÜMÜŞYAKA,300G/TÜYAP-GÜMÜŞYAKA,1,Avrupa1,260.41
342,303,SİLİVRİ - YENİBOSNA METRO,303/SİLİVRİ - YENİBOSNA METRO,0,Avrupa1,287.92
343,303A,SİLİVRİ - AVCILAR METROBÜS,303A/SİLİVRİ - AVCILAR METROBÜS,1,Avrupa1,231.54
344,303B,SİLİVRİ CEZAEVİ - OTOGAR,303B/SİLİVRİ CEZAEVİ - OTOGAR,1,Avrupa1,402.71
345,303C,SİLİVRİ CEZAEVİ - AVCILAR,303C/SİLİVRİ CEZAEVİ - AVCILAR,0,Avrupa1,289.06
346,30A,BEŞİKTAŞ - MECİDİYEKÖY,30A/BEŞİKTAŞ - MECİDİYEKÖY,1,Avrupa3,26.88
347,30D,ORTAKÖY DEREBOYU - YENİKAPI,30D/ORTAKÖY DEREBOYU - YENİKAPI,1,Avrupa3,65.33
348,30G,BEŞİKTAŞ-TAKSİM-KARAKÖY,30G/BEŞİKTAŞ-TAKSİM-KARAKÖY,0,Avrupa3,39.17
349,30M,BEŞİKTAŞ - MECİDİYEKÖY,30M/BEŞİKTAŞ - MECİDİYEKÖY,1,Avrupa3,19.32
350,31,KUYUMCUKENT - YENİKAPI,31/KUYUMCUKENT - YENİKAPI,1,Avrupa1,89.21
351,319,KAYIŞDAĞI - KADIKÖY,319/KAYIŞDAĞI - KADIKÖY,1,Anadolu1,86.36
352,31E,KUYUMCUKENT - EMİNÖNÜ,31E/KUYUMCUKENT - EMİNÖNÜ,1,Avrupa1,101.83
353,31K,KUYUMCUKENT-ŞİRİNEVLER,31K/KUYUMCUKENT-ŞİRİNEVLER,1,Avrupa1,19.68
354,31Y,TOKİ AYAZMA - YENİKAPI,31Y/TOKİ AYAZMA - YENİKAPI,1,Avrupa1,111.93
355,32,CEVATPAŞA - EMİNÖNÜ,32/CEVATPAŞA - EMİNÖNÜ,1,Avrupa2,78.96
356,320,FERHATPAŞA - ÜMRANİYE METRO/ÇAMLICA CAMİİ,320/FERHATPAŞA - ÜMRANİYE METRO/ÇAMLICA CAMİİ,1,Anadolu1,88.44
357,320A,SULTANBEYLİ MİMARSİNAN / SAMANDIRA - ÜSKÜDAR,320A/SULTANBEYLİ MİMARSİNAN / SAMANDIRA - ÜSKÜDAR,1,Anadolu2,156.44
358,320Y,YENİDOĞAN - KOZYATAĞI METRO,320Y/YENİDOĞAN - KOZYATAĞI METRO,1,Anadolu2,110.09
359,32A,CEVATPAŞA - AKSARAY,32A/CEVATPAŞA - AKSARAY,1,Avrupa2,58.83
360,32M,CEVATPAŞA - MECİDİYEKÖY,32M/CEVATPAŞA - MECİDİYEKÖY,1,Avrupa2,75.44
361,32T,CEVATPAŞA - TAKSİM,32T/CEVATPAŞA - TAKSİM,1,Avrupa2,88.87
362,33,GİYİMKENT / TURGUTREİS - EMİNÖNÜ,33/GİYİMKENT / TURGUTREİS - EMİNÖNÜ,1,Avrupa2,97.22
363,336,ARNAVUTKÖY - EMİNÖNÜ,336/ARNAVUTKÖY - EMİNÖNÜ,1,Avrupa2,172.0
364,336A,BALABAN KÖYÜ - MESCİDİ SELAM,336A/BALABAN KÖYÜ - MESCİDİ SELAM,1,Avrupa2,206.53
365,336E,SULTANÇİFTLİĞİ - EMİNÖNÜ,336E/SULTANÇİFTLİĞİ - EMİNÖNÜ,1,Avrupa2,93.56
366,336G,TAŞOLUK PERON - TEKSTİLKENT METRO,336G/TAŞOLUK PERON - TEKSTİLKENT METRO,1,Avrupa2,117.88
367,336H,HADIMKÖY - MESCİDİ SELAM,336H/HADIMKÖY - MESCİDİ SELAM,1,Avrupa2,166.47
368,336K,YENİKÖY / KARABURUN - MESCİDİ SELAM,336K/YENİKÖY / KARABURUN - MESCİDİ SELAM,1,Avrupa2,213.84
369,336M,ARNAVUTKÖY - MECİDİYEKÖY,336M/ARNAVUTKÖY - MECİDİYEKÖY,1,Avrupa2,175.84
370,336MC,BOLLUCA / İMRAHOR - CEBECİ,336MC/BOLLUCA / İMRAHOR - CEBECİ,1,Avrupa2,134.0
371,336T,TAŞOLUK MAHALLESİ- CEBECİ,336T/TAŞOLUK MAHALLESİ- CEBECİ,1,Avrupa2,132.05
372,336Y,CEBECİ - YENİKAPI MARMARAY,336Y/CEBECİ - YENİKAPI MARMARAY,1,Avrupa2,101.88
373,33B,GİYİMKENT / BİRLİK MAHALLESİ - EMİNÖNÜ,33B/GİYİMKENT / BİRLİK MAHALLESİ - EMİNÖNÜ,1,Avrupa2,107.92
374,33D,ESENLER BİLİM PARKI - EMİNÖNÜ,33D/ESENLER BİLİM PARKI - EMİNÖNÜ,0,Avrupa2,60.95
375,33E,ESENLER METRO - YENİKAPI,33E/ESENLER METRO - YENİKAPI,1,Avrupa2,79.63
376,33ES,GİYİMKENT - EMİNÖNÜ,33ES/GİYİMKENT - EMİNÖNÜ,1,Avrupa2,76.56
377,33M,GİYİMKENT - MECİDİYEKÖY,33M/GİYİMKENT - MECİDİYEKÖY,1,Avrupa2,104.9
378,33TE,ESENLER TURGUTREİS - EMİNÖNÜ,33TE/ESENLER TURGUTREİS - EMİNÖNÜ,1,Avrupa2,85.31
